"Export ""High Skilled Immigration Questionnaire"" as of Wed Aug  5 15:55:33 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here's how you can select which data gets exported: https://help.formassembly.com/help/export,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Submitted Date,Case Number,Last Name,First Name,Email Address,Gender,Date of Birth,City/Town/Village of Birth,State or Province of Birth,Country of Birth,Country of Citizenship,Marital Status,Do you have any children?,Passport Number,Expiration Date,Country of Issuance,U.S. Social Security Number (if any),Alien Number (if any),Do you currently live and work outside the United States?,Street Name and Number,Apartment No,City,State,Zip Code,U.S. Home Phone,U.S. Work Phone,Street Name and Number,Apartment No.,City,State/Province,Zip/Pin Code,Country,Foreign Home Phone,Foreign Work Phone,Are you currently in the United States?,Date of Last Arrival,Place of Last Entry (City/State),I-94 Number,I-94 Expiration Date,Visa Used for Entry,Current Status,Place Visa Issued (City/State),Date of Entry,Date of Departure,Visa Type,Have you ever been refused admission at a U.S. Port of Entry?,"If yes, please explain",Have you ever been refused a visa?,"If yes, where and when (mm/dd/yyyy) did you apply for the visa?",Has your U.S. visa ever been cancelled or revoked?,"If yes, please explain (consulate information, date, reason):",Has anyone ever filed an immigrant visa petition for you?,"If yes, who (brother, mother, employer, etc.)?",Petition Type,Name of College/University,Address of University (Street Name and Number),City,State/Province,Zip/Pin Code,Country,Degree Awarded,Field of Study/Major,Month Completed,Year Completed,Add Another Education?,Name of College/University,Address of University (Street Name and Number),City,State/Province,Zip/Pin Code,Country,Degree Awarded,Field of Study/Major,Month Completed,Year Completed,Add Another Education?,Name of College/University,Address of University (Street Name and Number),City,State/Province,Zip/Pin Code,Country,Degree Awarded,Field of Study/Major,Month Completed,Year Completed,I have read this section (1 of 4),Current Employer,Address 1,Address 2,City,State/Province,Zip,Occupation/Job Title,Current Annual Salary,Hours (per week),Employed in Current Position Since,Previous Employer Name,Address 1,Address 2,City,State/Province,Zip,Country,Occupation/Job Title,Employed From,Employed To,Hours (per week),Spouse's Last Name/Surname,Spouse's Given Name(s),Date of Birth,Country of Birth,Is he or she applying for adjustment of status?,Child's Last Name/Surname,Child's Given Name(s),Date of Birth,Country of Birth,Is he or she applying for adjustment of status?,Have you ever been issued a Notice to Appear (NTA)?,"Have you ever been the subject of an exclusion, deportation, or removal proceeding?",Have you ever been denied any immigrant benefit?,Have you ever been a J-1 Exchange Visitor or J-2 Dependent?,Have you ever committed a crime of any kind?,"Have you ever been arrested, cited, charged, or detained for any reason by any law enforcement official?","Have you ever lied about, concealed, or misrepresented any information on an application or petition to obtain a visa, other documentation required for entry into the United States, admission to the United States, or any other kind of immigration benefit?","If you answered “Yes” to any of the above, please provide an explanation in this space:",Name of the employer that you will be working for if your green card is approved.,Would your employer be willing to sponsor you for a green card?,Describe your area of expertise. Please be as specific as possible.,Explain in detail your field of expertise.,"In detail, please explain how your work is unique and original, how it addresses the currently existing problems, and how your research/approach is a better alternative.","Explain how your work would translate to potential significant economic impact or substantially improve area including, but not limited to, business, entrepreneurship, science, technology, culture, health, or education.",Explain how your work is of national (or global) importance.,Explain how you are well positioned to advance the proposed endeavor.,Explain how your work in your field of expertise would be beneficial to the United States.,"In detail, please provide a model or plan for future activities and details of any progress towards achieving the proposed endeavors.",Have you ever been awarded any professional degrees or certifications in your field?,Degree/Certification Name,Issuing Institution,Date Received,Have you ever been a principal investigator or co-principal investigator on any research projects?,Project Title,Role (Principal Investigator / Co-Principal Investigator),Institution/Organization,Start Date,End Date (leave blank if project is still ongoing),Has your work ever been published in any professional journals or publications,Publication / Journal Title,Publisher of the Journal,Date Published,"Have you, or your research, ever been cited in any professional journals or publications?",Citing Author(s),Citing Publication/Journal,Date,Please provide details.,Have you ever been featured or mentioned in any professional or major trade publications or media?,Publication/Outlet Name,Title of Article/Feature,Date,Author (if known),Have you ever been invited to speak at any professional conferences or events?,Event/Conference Name,Topic,Date,Location,"Have you ever been awarded any patents, trademarks, or research grants?",Type (Patent / Trademark / Grant),Title/Number,Issuing Body,Date,Have you ever been recognized by any professional organizations or societies?,Award/Recognition Name,Issuing Organization,Date,Selection Criteria (explain),Have you ever held any leadership roles in your profession or organization?,Role/Title,Organization,Start Date,End Date,Description of Responsibilities,Do you have documentation reflecting feasible plans for financial support (generally applicable for entrepreneurs)?,Please explain.,"Have you received investment from U.S. investors, such as venture capital firms, angel investors, or start-up accelerators, and that the amounts are appropriate to the relevant endeavor?",Please explain.,"Do you have copies of contracts, agreements, or licenses showing the potential impact of your proposed endeavor?",Please explain.,Do you have letters from government agencies or quasi-governmental entities in the United States demonstrating that the person is well positioned to advance the proposed endeavor?,"Do you have evidence that the person has received awards or grants or other indications of relevant non-monetary support (for example, using facilities free of charge) from federal, state, or local government entities with expertise in economic development, research and development, or job creation?",Please explain.,Do the following apply to you? (Select all that apply),Have you ever been awarded any lesser nationally or internationally recognized prizes or awards for excellence in the field of endeavor?,Please provide details.,Are you a member in an association that require outstanding achievements in your field?,Please provide details.,Detailed Description of the Article/Project,Goal of the Article/Project,How the Research Was Conducted,Why the Research Is Important to the Field,Why the Research Was Particularly Challenging,How You Overcame the Challenge,Result,How the Research Was Recognized,Your Role in the Article/Project,Name,Job Title,Organization,Have you ever worked/collaborated with this reference source?,Please explain briefly.,Form Name,Creation Date,Modified Date,Completion Time,Response Html Beta,Response Html,Response Text,Response,Response Url,Resume Email,File List,Unprotected File List,Response Id,Referrer,Ip Address,
8/5/2026 15:54,263501,Canetti,Felix Norberto,,felix.canetti@goellaw.com,Male,8/4/1962,Mayaguez,Puerto Rico,USA,United States of America,Married,Yes,P1234567X,8/15/2030,India,123456,A12345678,Yes,456 Maple Grove Lane,4B,Springfiled,IL,62704,5552345678,5552345867,221 Baker Street,12C,Mumbai,Maharashtra,400001,India,9.12256E+11,9.12256E+11,Yes,1/19/2024,"New York, NY",12345994587,1/31/2026,H-1B,L-1A,"Mumbai, India",12/29/2023,1/16/2024,E-1,Yes,"In March 2016, I was referred to secondary inspection at JFK International Airport due to a discrepancy between my stated purpose of travel and the documentation I presented. After further questioning, I was permitted to withdraw my application for admission and returned to my home country voluntarily",Yes,"I applied for a B-1/B-2 visitor visa at the U.S. Consulate in Mumbai, India on 04/12/2016. The application was refused under INA Section 214(b) due to insufficient evidence of strong ties to my home country at the time.",Yes,My F-1 visa was administratively cancelled by the U.S. Embassy in New Delhi on 09/05/2018 after a gap in enrollment was flagged during a SEVIS record review. The visa was reissued in November 2018 after I provided updated enrollment verification,Yes,My old employer LexCorp Industries,I-140,University of Mumbai,"Vidyanagari Marg, Kalina",Mumbai,Maharashtra,400098,India,Bachelor's (4-Year Program),Computer Engineering,June,2017,Yes,San Jose State University,One Washington Square,San Jose,California,95192,United States,Master's (2-Year Program),Computer Science,May,2019,Yes,Coursera / Stanford Online (Extension Program),450 Serra Mall,Stanford,California,94305,United States,Other,Machine Learning,December,2020,I have read this section,TechNova Solutions Inc.,500 Technology Drive,Suite 300,Santa Clara,California,95054,Software Engineer,105000,40,8/1/2022,Innotech Systems LLC,1200 Innovation Way,Suite 67,Sunnyvale,California,95192,United States,Junior Software Engineer,8/1/2019,7/15/2022,40,Sharma,Priya,3/22/1993,India,Yes,Sharma,Aarav,11/14/2013,United States,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"In 2015, I entered the United States as a J-1 Exchange Visitor on a cultural exchange program sponsored by ABC Exchange Corp. During this time, I received a minor traffic citation (speeding) in San Jose, CA, which was resolved with a fine and no further action. Separately, on a 2016 visa application, I mistakenly listed an incorrect employment start date, which I later corrected with the consulate before my visa was issued. No formal fraud finding or immigration benefit denial resulted from this correction, though I am disclosing it here out of an abundance of caution. I have not been convicted of any crime and have no other law enforcement history to report.",TechNova Solutions Inc.,Yes,"Applied machine learning for predictive maintenance in industrial IoT systems, specifically the development of anomaly-detection algorithms for manufacturing equipment failure prediction.","My work focuses on building machine learning models that analyze real-time sensor data from industrial equipment (vibration, temperature, and pressure readings) to predict mechanical failures before they occur. This sits at the intersection of applied machine learning, time-series analysis, and industrial systems engineering. Over the past four years, I have developed anomaly-detection pipelines using LSTM neural networks and gradient-boosted decision trees, applied specifically to reducing unplanned downtime in manufacturing environments.","Traditional predictive maintenance relies on fixed-threshold sensor alerts, which generate high false-positive rates and fail to catch gradual degradation patterns. My approach combines a custom feature-engineering pipeline with an ensemble model architecture that reduced false-positive alerts by approximately 40% in pilot deployments at two manufacturing facilities. I hold one pending patent application (U.S. Application No. 17/XXX,XXX) for a novel sensor-fusion technique used in this model, and have published one peer-reviewed paper on the methodology at a 2023 IEEE industrial computing conference.","Unplanned equipment downtime costs U.S. manufacturers an estimated $50 billion annually. By enabling more accurate failure prediction, my methodology has the potential to reduce maintenance costs and production losses across the manufacturing sector. In pilot implementations, the approach reduced unplanned downtime by 25% at partner facilities, translating to estimated annual savings of $2–3 million per facility. Broader adoption of this approach could meaningfully improve efficiency and competitiveness in U.S. advanced manufacturing, a sector the Department of Labor has identified as a national economic priority.","Unplanned industrial equipment failure is a significant driver of productivity loss across the U.S. manufacturing sector, which the Department of Commerce has identified as critical to national economic competitiveness and supply chain resilience. My research on predictive maintenance directly supports the goals outlined in federal advanced manufacturing initiatives, including efforts to reduce reliance on foreign manufacturing by improving the efficiency and reliability of domestic production. The methodology I have developed is applicable across multiple manufacturing sub-sectors (automotive, semiconductor, and heavy machinery), giving it broad relevance beyond any single employer or industry segment.","I hold a Master's degree in Computer Science from San Jose State University with a specialization in machine learning, and I have four years of hands-on experience building and deploying predictive maintenance models in live industrial environments. I have a pending U.S. patent application related to my sensor-fusion methodology and a peer-reviewed publication at a 2023 IEEE conference. My current role at TechNova Solutions Inc. gives me continued access to real-world industrial datasets and manufacturing partners needed to further develop and validate this work, and I maintain ongoing collaboration with two manufacturing facilities that have piloted my models in production.","Broader adoption of my predictive maintenance methodology would reduce unplanned downtime costs for U.S. manufacturers, estimated at $50 billion annually nationwide, while improving the reliability of domestic production capacity. This supports national interests in reshoring manufacturing and strengthening supply chain resilience. Additionally, as an open contributor to the applied ML research community, my published methodology allows other U.S.-based engineers and companies to build on this work, creating a multiplier effect on the sector rather than benefiting a single employer alone","Over the next two years, I plan to: (1) expand my current sensor-fusion model to additional equipment types beyond vibration/temperature sensors, including acoustic and electrical signature analysis; (2) finalize and file for full patent protection on the underlying methodology (currently at provisional patent stage); (3) publish two additional peer-reviewed papers documenting results from expanded pilot deployments; and (4) partner with at least one additional U.S. manufacturing facility to validate the approach at larger scale. To date, I have completed successful pilot deployments at two facilities, reducing unplanned downtime by 25%, and have a provisional patent application on file (as referenced in Section 2).",Yes,Certificate in Machine Learning,Stanford Online Extension Program,12/15/2020,Yes,Sensor Fusion Techniques for Industrial Anomaly Detection,Principal Investigator,TechNova Solutions Inc.,1/15/2023,,Yes,Sensor Fusion for Anomaly Detection in Industrial IoT Systems,IEEE International Conference on Industrial Computing,10/12/2023,Yes,"M. Reddy, K. Thompson",IEEE Transactions on Industrial Informatics,3/14/2024,"Cited the sensor fusion methodology from ""Sensor Fusion for Anomaly Detection in Industrial IoT Systems"" as a benchmark approach for comparing anomaly-detection accuracy in their own predictive maintenance framework for automotive assembly lines",Yes,TechCrunch,How AI Is Predicting Factory Breakdowns Before They Happen,9/18/2023,Sarah Kim,Yes,IEEE International Conference on Industrial Computing,Sensor Fusion Techniques for Anomaly Detection in Industrial IoT,10/12/2023,Austin TX,Yes,Patent,"Sensor-Fusion Method for Predictive Equipment Failure Detection (U.S. Application No. 17/845,392)",United States Patent and Trademark Office (USPTO),1/20/2023,Yes,Rising Star Award in Industrial AI,IEEE Industrial Electronics Society,10/13/2023,"Awarded annually to early-career engineers demonstrating significant technical contributions to industrial automation and applied machine learning, based on peer nomination and review of published research impact.",Yes,"Technical Lead, Predictive Maintenance Team",TechNova Solutions Inc.,1/15/2023,,"Lead a team of 4 engineers developing machine learning models for industrial anomaly detection. Responsible for technical architecture decisions, code review, mentoring junior engineers, and coordinating with manufacturing partners on pilot deployments.",Yes,"I have prepared a personal financial plan supporting continued independent research and development of my predictive maintenance methodology, including a 12-month budget covering software licensing, cloud computing costs for model training, and part-time contractor support for data labeling. This plan is funded through personal savings and my current salary at TechNova Solutions Inc., and is documented in a supporting financial statement included with this petition.",Yes,"In 2023, I received a $75,000 seed investment from Bay Area Angel Network, a California-based angel investor group, to support the development of PredictIQ, an independent software platform applying my sensor-fusion research to small and mid-sized manufacturing clients who lack in-house predictive maintenance capabilities. The investment amount reflects an appropriate early-stage scope for a single-founder software tool in its pilot phase, and funds are being used for cloud infrastructure, initial client pilots, and part-time development support.",Yes,"I have a signed pilot agreement with Meridian Manufacturing Corp., a mid-sized automotive parts manufacturer based in Ohio, granting a 12-month license to deploy my predictive maintenance software across two of their production lines. The agreement includes performance benchmarks tied to downtime reduction targets and is included as supporting documentation with this petition.",Yes,Yes,"In 2023, I was granted free access to shared testing and prototyping facilities at the San Jose State University Advanced Manufacturing Lab, a state-funded research facility, to validate my sensor-fusion methodology on industrial-grade equipment. This in-kind support allowed me to conduct testing that would otherwise have required significant capital investment, and a letter from the lab's director confirming this arrangement is included with this petition.","Documents showing technology that the person invented or contributed to inventing, and how others use that technology.",Yes,"In 2023, I received the Rising Star Award in Industrial AI from the IEEE Industrial Electronics Society, given annually to a small number of early-career engineers for significant technical contributions to industrial automation and applied machine learning. Selection was based on peer nomination and review of published research impact",Yes,"I am a member of IEEE and its Industrial Electronics Society, and hold Senior Member status, which requires a minimum of ten years of professional experience combined with significant performance evaluated by a review committee, along with demonstrated technical contributions to the field as documented through publications, patents, and professional impact","Developed a multi-sensor fusion framework combining vibration, temperature, and acoustic data to detect early-stage equipment anomalies in manufacturing environments.",To reduce false-positive alerts in predictive maintenance systems by combining multiple sensor modalities rather than relying on single-sensor thresholds,"Collected raw sensor data from live production equipment at two partner facilities, engineered fusion features, and trained an ensemble model combining LSTM and gradient-boosted decision trees.",Unplanned downtime costs U.S. manufacturers an estimated $50 billion annually; more reliable anomaly detection directly reduces this cost,"Sensor data from different modalities operate on different timescales and noise profiles, making it difficult to align and combine them without losing predictive signal.","I designed a custom time-alignment and normalization pipeline, then iteratively tuned the fusion architecture using validation data from live pilot deployments.",Reduced false-positive alerts by approximately 40% compared to single-sensor threshold methods in pilot testing.,Published at the IEEE International Conference on Industrial Computing (2023) and cited by subsequent researchers in the field.,"Principal Investigator — designed methodology, led data collection, and authored resulting publication.",Dr. Rajesh Kumar,Professor of Computer Science,San Jose State University,Yes,"Served as my thesis advisor during my Master's program from 2017–2019, supervising my research on neural network approaches to equipment degradation modeling.",High Skilled Immigration Questionnaire,8/4/2026 16:28,8/5/2026 15:54,3 hr. 1 min. 30 sec.,,,,,https://app.formassembly.com/responses/view/408041723,2tito.canetti@gmail.com,,,408041723,https://www.tfaforms.com/forms/legacyView/5228732/234f4256e282db514edcd8ead21d5030/408041723,128.24.101.151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/10/2023,12/20/2023,B-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041723,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/10/2019,7/15/2019,F-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041723,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/22/2018,12/18/2018,F-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041723,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/15/2017,5/20/2018,E-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041723,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/1/2016,1/10/2017,B-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041723,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/5/2015,8/30/2015,B-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041723,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/5/2023,5/15/2023,L-1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041723,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/12/2022,12/28/2022,F-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041723,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1/2022,7/23/2022,L-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408041723,,
